Cell_id,Cell_Latitude,Cell_Longitude,Venue_Id,Venue_Name,Venue_All_Categories,Venue_Latitude,Venue_Longitude,Venue_Location,Venue_Distance,Borough_Name,Venue_Category_Name,Venue_Category_Id
"55.800886461160005,37.71754996996094",55.80088646116001,37.717549969960935,5abfdb541de7657fd773817d,Олимпик,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.801525,37.716592,"Ул.Знаменская, д.4, 107392",92,Преображенское,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.864256818753304,37.41502757566563",55.8642568187533,37.41502757566563,4c1a13f698f4a5934df900f6,Тренажерный Зал МАИ,"[('Gym', '4bf58dd8d48988d176941735')]",55.86402831639305,37.42058460474834,"ул. Вилиса Лациса,д.16",348,Северное Тушино,Gym,4bf58dd8d48988d176941735
"55.862554913281485,37.42388910152871",55.862554913281485,37.42388910152871,4f928498e4b0c98cdfef36f2,СДЮСШОР № 101 «Тушино»,"[('Gym', '4bf58dd8d48988d176941735')]",55.86221188829155,37.41984353759985,"ул. Вилиса Лациса, 20",255,Северное Тушино,Gym,4bf58dd8d48988d176941735
"55.835242352929285,37.56554371945567",55.835242352929285,37.56554371945567,4eafc8859adff29daefb48c6,Бассейн МСХА им. Тимирязева,"[('Gym Pool', '4bf58dd8d48988d105941735')]",55.83405492331751,37.56496664068372,"Лиственничная аллея, 12, корп. 2, 127550",137,Тимирязевский,Gym Pool,4bf58dd8d48988d105941735
"55.819811291250936,37.64511688350833",55.819811291250936,37.64511688350833,4ea9622ff5b9df9610a1aede,Бассейн «Космос»,"[('Gym Pool', '4bf58dd8d48988d105941735')]",55.822695205064576,37.645772278485865,"Фитнес-центр «Космос» (просп. Мира, 150)",323,Алексеевский,Gym Pool,4bf58dd8d48988d105941735
"55.819811291250936,37.64511688350833",55.819811291250936,37.64511688350833,4eb8bab2b8f786e2769b2fa7,Космос,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.82260682007589,37.6452203291766,"Гостиница «Космос» (просп. Мира, 150), 129366",311,Алексеевский,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.78880335302353,37.804030212075666",55.78880335302353,37.80403021207567,4d821cf1c8bdb1f783d7d6c2,Аэробика ПМГМУ,"[('Gym', '4bf58dd8d48988d176941735')]",55.790951866836,37.8047528863941,"ул. Нижняя Первомайская (11-я Парковая), город Москва",243,Восточное Измайлово,Gym,4bf58dd8d48988d176941735
"55.8643160443024,37.4398025033242",55.8643160443024,37.4398025033242,512da172e4b0363422005b30,ПерунЪ,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.86581655976621,37.4423662958938,"ул. Свободы, 89, корп. 5",231,Северное Тушино,Gym / Fitness Center,4bf58dd8d48988d175941735
"55.857497660011454,37.475236603211535",55.85749766001146,37.475236603211535,4e318b3818380c94acac022a,Yayoga Студия,"[('Yoga Studio', '4bf58dd8d48988d102941735')]",55.857272608315256,37.47606984313122,"Фестивальная ул., 13 к.3",57,Левобережный,Yoga Studio,4bf58dd8d48988d102941735
"55.854084846418864,37.49294792502265",55.85408484641886,37.49294792502265,4c45843ff0bdd13aecfecacc,X-Fit,"[('Gym / Fitness Center', '4bf58dd8d48988d175941735')]",55.851924,37.491979,"Флотская ул., 5в",248,Левобережный,Gym / Fitness Center,4bf58dd8d48988d175941735
